date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:30:15	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d57221-c6e06148282133c;gz%22	https://html.themeori.net/robots.txt		(from )
19:30:15	36438/36438	---M-Z	200	added ('OK')	text/html	etag:%228e56-64eb8581-c13095f81b3be3d;gz%22	https://html.themeori.net/barbex/?storefront=envato-elements	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/index04b9.html	(from )
19:30:16	821/821	---M--	200	added ('OK')	image/png	etag:%22335-64eb8581-f9fcaa98b41c9b6c;;;%22	https://html.themeori.net/barbex/assets/img/favicon.png	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/img/favicon.png	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:16	163827/163827	---M-Z	200	added ('OK')	text/css	etag:%2227ff3-64eb8581-56b27127c1a2542f;gz%22	https://html.themeori.net/barbex/assets/css/bootstrap.min.css	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/css/bootstrap.min.css	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:17	57095/57095	---M-Z	200	added ('OK')	text/css	etag:%22df07-64eb8581-d82e97ebad623ac7;gz%22	https://html.themeori.net/barbex/assets/css/animate.css	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/css/animate.css	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:17	213173/213173	---M-Z	200	added ('OK')	text/css	etag:%22340b5-64eb8581-45e444dd2401e3cb;gz%22	https://html.themeori.net/barbex/assets/css/all.css	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/css/all.css	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:18	15563/15563	---M-Z	200	added ('OK')	text/css	etag:%223ccb-64eb8581-c5173db365adf76c;gz%22	https://html.themeori.net/barbex/assets/css/swiper-bundle.min.css	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/css/swiper-bundle.min.css	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:18	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-64eb8581-26c7a904ffce0f55;gz%22	https://html.themeori.net/barbex/assets/css/magnific-popup.css	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/css/magnific-popup.css	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:19	2613/2613	---M-Z	200	added ('OK')	text/css	etag:%22a35-64eb8581-df3781a3040d28a2;gz%22	https://html.themeori.net/barbex/assets/css/meanmenu.min.css	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/css/meanmenu.min.css	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:19	153359/153359	---M-Z	200	added ('OK')	text/css	etag:%222570f-64eb8581-3ccc4d1b1d3e5232;gz%22	https://html.themeori.net/barbex/assets/sass/style.css	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/sass/style.css	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:19	36438/36438	---M-Z	200	added ('OK')	text/html	etag:%228e56-64eb8581-c13095f81b3be3d;gz%22	https://html.themeori.net/barbex/index.html	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/index.html	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:20	6322/6322	---M--	200	added ('OK')	image/png	etag:%2218b2-64eb8581-55177621cd4280d6;;;%22	https://html.themeori.net/barbex/assets/img/logo.png	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/assets/img/logo.png	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:20	33533/33533	---M-Z	200	added ('OK')	text/html	etag:%2282fd-64eb8581-20f79cd6ea39363a;gz%22	https://html.themeori.net/barbex/index-2.html	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/index-2.html	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:20	27911/27911	---M-Z	200	added ('OK')	text/html	etag:%226d07-64eb8581-26f7f2e5523fa7f4;gz%22	https://html.themeori.net/barbex/index-3.html	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/index-3.html	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:20	17681/17681	---M-Z	200	added ('OK')	text/html	etag:%224511-64eb8581-fb30ac1c8a1b3112;gz%22	https://html.themeori.net/barbex/about.html	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/about.html	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:21	19926/19926	---M-Z	200	added ('OK')	text/html	etag:%224dd6-64eb8581-400dd4226304359a;gz%22	https://html.themeori.net/barbex/price.html	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/price.html	(from https://html.themeori.net/barbex/?storefront=envato-elements)
19:30:21	21343/21343	---M-Z	200	added ('OK')	text/html	etag:%22535f-64eb8581-fdfcc97c29371190;gz%22	https://html.themeori.net/barbex/team.html	C:/xampp/htdocs/Duan1.2/H&V/html.themeori.net/barbex/team.html	(from https://html.themeori.net/barbex/?storefront=envato-elements)
